Time,IR,Fold,Method,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan
5,0.14285714285714285,2,ImADA_12_WSVM,0.05,0.6666666666666666,0.18257418583505536,0.16666666666666666,0.13043478260869565,0.09523809523809523,0.35833333333333334,"[[ 1 19]
 [ 1  2]]"
5,0.14285714285714285,3,ADA_DSTree,0.95,1.0,0.9746794344808963,0.8571428571428571,0.9565217391304348,0.75,0.975,"[[19  1]
 [ 0  3]]"
5,0.14285714285714285,3,ADA_WSVM,0.95,0.3333333333333333,0.5627314338711378,0.4,0.8695652173913043,0.5,0.6416666666666666,"[[19  1]
 [ 2  1]]"
5,0.14285714285714285,3,ImADA1_WSVM,0.15,0.3333333333333333,0.22360679774997896,0.09523809523809525,0.17391304347826086,0.05555555555555555,0.24166666666666667,"[[ 3 17]
 [ 2  1]]"
5,0.14285714285714285,3,ImADA2_WSVM,0.85,0.6666666666666666,0.752772652709081,0.5,0.8260869565217391,0.4,0.7583333333333333,"[[17  3]
 [ 1  2]]"
5,0.14285714285714285,3,ImADA_12_WSVM,0.15,0.3333333333333333,0.22360679774997896,0.09523809523809525,0.17391304347826086,0.05555555555555555,0.24166666666666667,"[[ 3 17]
 [ 2  1]]"
5,0.14285714285714285,4,ADA_DSTree,1.0,0.3333333333333333,0.5773502691896257,0.5,0.9130434782608695,1.0,0.6666666666666666,"[[20  0]
 [ 2  1]]"
5,0.14285714285714285,4,ADA_WSVM,1.0,0.6666666666666666,0.816496580927726,0.8,0.9565217391304348,1.0,0.8333333333333333,"[[20  0]
 [ 1  2]]"
5,0.14285714285714285,4,ImADA1_WSVM,0.05,0.6666666666666666,0.18257418583505536,0.16666666666666666,0.13043478260869565,0.09523809523809523,0.35833333333333334,"[[ 1 19]
 [ 1  2]]"
5,0.14285714285714285,4,ImADA2_WSVM,0.95,0.3333333333333333,0.5627314338711378,0.4,0.8695652173913043,0.5,0.6416666666666666,"[[19  1]
 [ 2  1]]"
5,0.14285714285714285,4,ImADA_12_WSVM,0.05,0.6666666666666666,0.18257418583505536,0.16666666666666666,0.13043478260869565,0.09523809523809523,0.35833333333333334,"[[ 1 19]
 [ 1  2]]"
5,0.14285714285714285,5,ADA_DSTree,0.95,0.0,0.0,0.0,0.8636363636363636,0.0,0.475,"[[19  1]
 [ 2  0]]"
5,0.14285714285714285,5,ADA_WSVM,1.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.5,"[[20  0]
 [ 2  0]]"
5,0.14285714285714285,5,ImADA1_WSVM,0.0,1.0,0.0,0.16666666666666669,0.09090909090909091,0.09090909090909091,0.5,"[[ 0 20]
 [ 0  2]]"
5,0.14285714285714285,5,ImADA2_WSVM,1.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.5,"[[20  0]
 [ 2  0]]"
5,0.14285714285714285,5,ImADA_12_WSVM,0.0,1.0,0.0,0.16666666666666669,0.09090909090909091,0.09090909090909091,0.5,"[[ 0 20]
 [ 0  2]]"
Time,IR,Fold,Method,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan
5,0.1111111111111111,1,ADA_DSTree,1.0,0.6666666666666666,0.816496580927726,0.8,0.9565217391304348,1.0,0.8333333333333333,"[[20  0]
 [ 1  2]]"
5,0.1111111111111111,1,ADA_WSVM,1.0,0.6666666666666666,0.816496580927726,0.8,0.9565217391304348,1.0,0.8333333333333333,"[[20  0]
 [ 1  2]]"
5,0.1111111111111111,1,ImADA1_WSVM,1.0,0.6666666666666666,0.816496580927726,0.8,0.9565217391304348,1.0,0.8333333333333333,"[[20  0]
 [ 1  2]]"
5,0.1111111111111111,1,ImADA2_WSVM,1.0,0.6666666666666666,0.816496580927726,0.8,0.9565217391304348,1.0,0.8333333333333333,"[[20  0]
 [ 1  2]]"
5,0.1111111111111111,1,ImADA_12_WSVM,0.0,0.3333333333333333,0.0,0.08333333333333333,0.043478260869565216,0.047619047619047616,0.16666666666666666,"[[ 0 20]
 [ 2  1]]"
5,0.1111111111111111,2,ADA_DSTree,0.95,1.0,0.9746794344808963,0.8,0.9545454545454546,0.6666666666666666,0.975,"[[19  1]
 [ 0  2]]"
5,0.1111111111111111,2,ADA_WSVM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[20  0]
 [ 0  2]]"
5,0.1111111111111111,2,ImADA1_WSVM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[20  0]
 [ 0  2]]"
5,0.1111111111111111,2,ImADA2_WSVM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[20  0]
 [ 0  2]]"
5,0.1111111111111111,2,ImADA_12_WSVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[[ 0 20]
 [ 2  0]]"
5,0.1111111111111111,3,ADA_DSTree,1.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.5,"[[20  0]
 [ 2  0]]"
5,0.1111111111111111,3,ADA_WSVM,0.95,0.0,0.0,0.0,0.8636363636363636,0.0,0.475,"[[19  1]
 [ 2  0]]"
5,0.1111111111111111,3,ImADA1_WSVM,0.9,0.0,0.0,0.0,0.8181818181818182,0.0,0.45,"[[18  2]
 [ 2  0]]"
5,0.1111111111111111,3,ImADA2_WSVM,0.9,0.0,0.0,0.0,0.8181818181818182,0.0,0.45,"[[18  2]
 [ 2  0]]"
5,0.1111111111111111,3,ImADA_12_WSVM,0.9,0.0,0.0,0.0,0.8181818181818182,0.0,0.45,"[[18  2]
 [ 2  0]]"
5,0.1111111111111111,4,ADA_DSTree,0.95,0.0,0.0,0.0,0.8636363636363636,0.0,0.475,"[[19  1]
 [ 2  0]]"
5,0.1111111111111111,4,ADA_WSVM,1.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.5,"[[20  0]
 [ 2  0]]"
5,0.1111111111111111,4,ImADA1_WSVM,1.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.5,"[[20  0]
 [ 2  0]]"
5,0.1111111111111111,4,ImADA2_WSVM,1.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.5,"[[20  0]
 [ 2  0]]"
5,0.1111111111111111,4,ImADA_12_WSVM,1.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.5,"[[20  0]
 [ 2  0]]"
5,0.1111111111111111,5,ADA_DSTree,0.95,0.0,0.0,0.0,0.8636363636363636,0.0,0.475,"[[19  1]
 [ 2  0]]"
5,0.1111111111111111,5,ADA_WSVM,0.85,0.0,0.0,0.0,0.7727272727272727,0.0,0.425,"[[17  3]
 [ 2  0]]"
5,0.1111111111111111,5,ImADA1_WSVM,0.95,1.0,0.9746794344808963,0.8,0.9545454545454546,0.6666666666666666,0.975,"[[19  1]
 [ 0  2]]"
5,0.1111111111111111,5,ImADA2_WSVM,0.95,1.0,0.9746794344808963,0.8,0.9545454545454546,0.6666666666666666,0.975,"[[19  1]
 [ 0  2]]"
5,0.1111111111111111,5,ImADA_12_WSVM,0.05,0.0,0.0,0.0,0.045454545454545456,0.0,0.025000000000000022,"[[ 1 19]
 [ 2  0]]"
