Time,Fold,Method,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan
1,1,ADA_DSTree,0.7619047619047619,0.6,0.6761234037828132,0.5714285714285713,0.7096774193548387,0.5454545454545454,0.680952380952381,"[[32 10]
 [ 8 12]]"
1,1,ADA_WSVM,0.8809523809523809,0.65,0.7567159623128401,0.6842105263157895,0.8064516129032258,0.7222222222222222,0.7654761904761904,"[[37  5]
 [ 7 13]]"
1,1,ImADA1_WSVM,0.7857142857142857,0.6,0.6866065623255951,0.5853658536585366,0.7258064516129032,0.5714285714285714,0.6928571428571428,"[[33  9]
 [ 8 12]]"
1,1,ImADA2_WSVM,0.8809523809523809,0.65,0.7567159623128401,0.6842105263157895,0.8064516129032258,0.7222222222222222,0.7654761904761904,"[[37  5]
 [ 7 13]]"
1,1,ImADA_12_WSVM,0.8809523809523809,0.65,0.7567159623128401,0.6842105263157895,0.8064516129032258,0.7222222222222222,0.7654761904761904,"[[37  5]
 [ 7 13]]"
1,2,ADA_DSTree,0.8333333333333334,0.75,0.7905694150420949,0.7142857142857143,0.8064516129032258,0.6818181818181818,0.7916666666666667,"[[35  7]
 [ 5 15]]"
1,2,ADA_WSVM,0.9047619047619048,0.8,0.8507699593953255,0.8000000000000002,0.8709677419354839,0.8,0.8523809523809524,"[[38  4]
 [ 4 16]]"
1,2,ImADA1_WSVM,0.8571428571428571,0.85,0.8535639569308374,0.7906976744186046,0.8548387096774194,0.7391304347826086,0.8535714285714286,"[[36  6]
 [ 3 17]]"
1,2,ImADA2_WSVM,0.9047619047619048,0.8,0.8507699593953255,0.8000000000000002,0.8709677419354839,0.8,0.8523809523809524,"[[38  4]
 [ 4 16]]"
1,2,ImADA_12_WSVM,0.9047619047619048,0.8,0.8507699593953255,0.8000000000000002,0.8709677419354839,0.8,0.8523809523809524,"[[38  4]
 [ 4 16]]"
1,3,ADA_DSTree,0.8333333333333334,0.8,0.816496580927726,0.7441860465116279,0.8225806451612904,0.6956521739130435,0.8166666666666667,"[[35  7]
 [ 4 16]]"
1,3,ADA_WSVM,0.8809523809523809,0.75,0.8128433340529315,0.75,0.8387096774193549,0.75,0.8154761904761904,"[[37  5]
 [ 5 15]]"
1,3,ImADA1_WSVM,0.8333333333333334,0.65,0.7359800721939873,0.65,0.7741935483870968,0.65,0.7416666666666667,"[[35  7]
 [ 7 13]]"
1,3,ImADA2_WSVM,0.8809523809523809,0.75,0.8128433340529315,0.75,0.8387096774193549,0.75,0.8154761904761904,"[[37  5]
 [ 5 15]]"
1,3,ImADA_12_WSVM,0.8809523809523809,0.75,0.8128433340529315,0.75,0.8387096774193549,0.75,0.8154761904761904,"[[37  5]
 [ 5 15]]"
1,4,ADA_DSTree,0.8571428571428571,0.75,0.8017837257372731,0.7317073170731706,0.8225806451612904,0.7142857142857143,0.8035714285714286,"[[36  6]
 [ 5 15]]"
1,4,ADA_WSVM,0.8809523809523809,0.95,0.9148249897684048,0.8636363636363635,0.9032258064516129,0.7916666666666666,0.9154761904761904,"[[37  5]
 [ 1 19]]"
1,4,ImADA1_WSVM,0.9047619047619048,0.85,0.8769536014223438,0.8292682926829269,0.8870967741935484,0.8095238095238095,0.8773809523809524,"[[38  4]
 [ 3 17]]"
1,4,ImADA2_WSVM,0.8809523809523809,0.95,0.9148249897684048,0.8636363636363635,0.9032258064516129,0.7916666666666666,0.9154761904761904,"[[37  5]
 [ 1 19]]"
1,4,ImADA_12_WSVM,0.8809523809523809,0.95,0.9148249897684048,0.8636363636363635,0.9032258064516129,0.7916666666666666,0.9154761904761904,"[[37  5]
 [ 1 19]]"
1,5,ADA_DSTree,0.8809523809523809,0.8,0.839500985563391,0.7804878048780488,0.8548387096774194,0.7619047619047619,0.8404761904761904,"[[37  5]
 [ 4 16]]"
1,5,ADA_WSVM,0.8809523809523809,0.8,0.839500985563391,0.7804878048780488,0.8548387096774194,0.7619047619047619,0.8404761904761904,"[[37  5]
 [ 4 16]]"
1,5,ImADA1_WSVM,0.9047619047619048,0.9,0.9023778112773575,0.8571428571428572,0.9032258064516129,0.8181818181818182,0.9023809523809523,"[[38  4]
 [ 2 18]]"
1,5,ImADA2_WSVM,0.8809523809523809,0.8,0.839500985563391,0.7804878048780488,0.8548387096774194,0.7619047619047619,0.8404761904761904,"[[37  5]
 [ 4 16]]"
1,5,ImADA_12_WSVM,0.8809523809523809,0.8,0.839500985563391,0.7804878048780488,0.8548387096774194,0.7619047619047619,0.8404761904761904,"[[37  5]
 [ 4 16]]"
Time,Fold,Method,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan
2,1,ADA_DSTree,0.7142857142857143,0.9,0.8017837257372732,0.7200000000000001,0.7741935483870968,0.6,0.8071428571428572,"[[30 12]
 [ 2 18]]"
2,1,ADA_WSVM,0.9047619047619048,0.85,0.8769536014223438,0.8292682926829269,0.8870967741935484,0.8095238095238095,0.8773809523809524,"[[38  4]
 [ 3 17]]"
2,1,ImADA1_WSVM,0.7857142857142857,0.85,0.8172252705693472,0.7391304347826088,0.8064516129032258,0.6538461538461539,0.8178571428571428,"[[33  9]
 [ 3 17]]"
2,1,ImADA2_WSVM,0.9047619047619048,0.85,0.8769536014223438,0.8292682926829269,0.8870967741935484,0.8095238095238095,0.8773809523809524,"[[38  4]
 [ 3 17]]"
2,1,ImADA_12_WSVM,0.9047619047619048,0.85,0.8769536014223438,0.8292682926829269,0.8870967741935484,0.8095238095238095,0.8773809523809524,"[[38  4]
 [ 3 17]]"
2,2,ADA_DSTree,0.9285714285714286,0.7,0.806225774829855,0.7567567567567567,0.8548387096774194,0.8235294117647058,0.8142857142857143,"[[39  3]
 [ 6 14]]"
2,2,ADA_WSVM,0.9047619047619048,0.7,0.7958224257542215,0.7368421052631577,0.8387096774193549,0.7777777777777778,0.8023809523809523,"[[38  4]
 [ 6 14]]"
2,2,ImADA1_WSVM,0.9285714285714286,0.7,0.806225774829855,0.7567567567567567,0.8548387096774194,0.8235294117647058,0.8142857142857143,"[[39  3]
 [ 6 14]]"
2,2,ImADA2_WSVM,0.9047619047619048,0.7,0.7958224257542215,0.7368421052631577,0.8387096774193549,0.7777777777777778,0.8023809523809523,"[[38  4]
 [ 6 14]]"
2,2,ImADA_12_WSVM,0.9047619047619048,0.7,0.7958224257542215,0.7368421052631577,0.8387096774193549,0.7777777777777778,0.8023809523809523,"[[38  4]
 [ 6 14]]"
2,3,ADA_DSTree,0.8571428571428571,0.65,0.7464200272921789,0.6666666666666667,0.7903225806451613,0.6842105263157895,0.7535714285714286,"[[36  6]
 [ 7 13]]"
2,3,ADA_WSVM,0.8095238095238095,0.85,0.8295150620062532,0.7555555555555556,0.8225806451612904,0.68,0.8297619047619047,"[[34  8]
 [ 3 17]]"
