Test Size,Name Method,Name Function,M,C,theta,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan
0.2,distance_center_own_opposite_tam,func_own_opp_new,10,100,0.3,0.9230769230769231,0.75,0.8320502943378437,0.75,0.75,0.8823529411764706,0.8365384615384616,"[[48  4]
 [ 4 12]]"
0.2,distance_center_own_opposite_tam,func_own_opp_new_v1,10,100,0.3,0.9423076923076923,0.75,0.8406728074767074,0.7741935483870969,0.8,0.8970588235294118,0.8461538461538461,"[[49  3]
 [ 4 12]]"
0.2,distance_center_own_opposite_tam,func_own_opp_new_v2,10,100,0.3,0.8269230769230769,0.8125,0.81967981553775,0.6842105263157896,0.5909090909090909,0.8235294117647058,0.8197115384615384,"[[43  9]
 [ 3 13]]"
0.2,WSVM,WSVM,10,100,0.5,0.9615384615384616,0.75,0.8492077756084468,0.7999999999999999,0.8571428571428571,0.9117647058823529,0.8557692307692307,"[[50  2]
 [ 4 12]]"
0.2,ADA_WSVM,ADA_WSVM,10,100,0.5,0.9615384615384616,0.75,0.8492077756084468,0.7999999999999999,0.8571428571428571,0.9117647058823529,0.8557692307692307,"[[50  2]
 [ 4 12]]"
0.2,ImADA_1_DecisionTree,ImADA_1_DecisionTree,10,100,0.5,0.9615384615384616,0.5,0.6933752452815364,0.6153846153846154,0.8,0.8529411764705882,0.7307692307692307,"[[50  2]
 [ 8  8]]"
0.2,ImADA_2_DecisionTree,ImADA_2_DecisionTree,10,100,0.5,0.9615384615384616,0.75,0.8492077756084468,0.7999999999999999,0.8571428571428571,0.9117647058823529,0.8557692307692307,"[[50  2]
 [ 4 12]]"
0.2,ImADA_12_DecisionTree,ImADA_12_DecisionTree,10,100,0.5,0.9615384615384616,0.5,0.6933752452815364,0.6153846153846154,0.8,0.8529411764705882,0.7307692307692307,"[[50  2]
 [ 8  8]]"
0.2,ImADA1_SVM,ImADA1_SVM,10,100,0.5,0.9038461538461539,0.8125,0.8569568250501305,0.7647058823529411,0.7222222222222222,0.8823529411764706,0.858173076923077,"[[47  5]
 [ 3 13]]"
0.2,ImADA2_SVM,ImADA2_SVM,10,100,0.5,0.9615384615384616,0.75,0.8492077756084468,0.7999999999999999,0.8571428571428571,0.9117647058823529,0.8557692307692307,"[[50  2]
 [ 4 12]]"
0.2,ImADA_12_SVM,ImADA_12_SVM,10,100,0.5,0.9038461538461539,0.8125,0.8569568250501305,0.7647058823529411,0.7222222222222222,0.8823529411764706,0.858173076923077,"[[47  5]
 [ 3 13]]"
0.2,ImADA1_WSVM,ImADA1_WSVM,10,100,0.5,0.9038461538461539,0.8125,0.8569568250501305,0.7647058823529411,0.7222222222222222,0.8823529411764706,0.858173076923077,"[[47  5]
 [ 3 13]]"
0.2,ImADA2_WSVM,ImADA2_WSVM,10,100,0.5,0.9615384615384616,0.75,0.8492077756084468,0.7999999999999999,0.8571428571428571,0.9117647058823529,0.8557692307692307,"[[50  2]
 [ 4 12]]"
