CommonNeighbor,AdamicAdar,JaccardCoefficient,PreferentialAttachment,ResourceAllocation,ShortestPath,CommonCountry,Label class
1,0.239556116,0.047619048,96,0.015384615,0.5,2,1
1,0.239556116,0.047619048,96,0.015384615,0.5,2,1
2,0.797666742,0.090909091,128,0.182051282,0.5,3,1
1,0.239556116,0.045454545,112,0.015384615,0.5,0,1
1,0.239556116,0.052631579,64,0.015384615,0.5,2,1
1,0.239556116,0.052631579,64,0.015384615,0.5,2,1
1,0.239556116,0.05,80,0.015384615,0.5,2,1
1,0.239556116,0.052631579,64,0.015384615,0.5,2,1
2,0.797666742,0.111111111,64,0.182051282,0.5,3,1
1,0.239556116,0.043478261,128,0.015384615,0.5,2,1
1,0.239556116,0.058823529,32,0.015384615,0.5,2,1
2,0.797666742,0.117647059,48,0.182051282,0.5,3,1
1,0.239556116,0.035714286,208,0.015384615,0.5,2,1
1,0.239556116,0.055555556,48,0.015384615,0.5,2,1
1,0.239556116,0.035714286,208,0.015384615,0.5,0,1
2,0.797666742,0.105263158,80,0.182051282,0.5,3,1
1,0.239556116,0.05,80,0.015384615,0.5,4,1
1,0.239556116,0.052631579,64,0.015384615,0.5,2,1
1,0.239556116,0.058823529,32,0.015384615,0.5,2,1
1,0.239556116,0.052631579,64,0.015384615,0.5,2,1
1,0.239556116,0.052631579,64,0.015384615,0.5,2,1
1,0.239556116,0.052631579,64,0.015384615,0.5,2,1
1,0.239556116,0.05,80,0.015384615,0.5,2,1
1,0.239556116,0.055555556,48,0.015384615,0.5,2,1
1,0.239556116,0.052631579,64,0.015384615,0.5,2,1
1,0.239556116,0.05,80,0.015384615,0.5,2,1
1,0.239556116,0.05,80,0.015384615,0.5,2,1
1,0.239556116,0.055555556,48,0.015384615,0.5,2,1
1,0.239556116,0.055555556,48,0.015384615,0.5,2,1
1,0.239556116,0.055555556,48,0.015384615,0.5,2,1
1,0.239556116,0.052631579,64,0.015384615,0.5,2,1
1,0.239556116,0.052631579,64,0.015384615,0.5,2,1
1,0.239556116,0.05,80,0.015384615,0.5,2,1
1,0.239556116,0.0625,16,0.015384615,0.5,2,1
1,0.239556116,0.052631579,64,0.015384615,0.5,2,1
1,0.239556116,0.055555556,48,0.015384615,0.5,2,1
1,0.239556116,0.055555556,48,0.015384615,0.5,2,1
1,0.239556116,0.058823529,32,0.015384615,0.5,2,1
1,0.239556116,0.055555556,48,0.015384615,0.5,2,1
1,0.239556116,0.047619048,96,0.015384615,0.5,2,1
1,0.239556116,0.055555556,48,0.015384615,0.5,2,1
1,0.239556116,0.055555556,48,0.015384615,0.5,0,1
1,0.239556116,0.052631579,64,0.015384615,0.5,2,1
2,0.797666742,0.117647059,48,0.182051282,0.5,3,1
1,0.621334935,0.2,8,0.2,0.5,1,1
1,0.281266414,0.047619048,105,0.028571429,0.5,0,1
1,0.339623272,0.019607843,315,0.052631579,0.5,2,1
1,0.281266414,0.029411765,196,0.028571429,0.5,0,1
1,0.339623272,0.04,133,0.052631579,0.5,2,1
1,0.281266414,0.058823529,77,0.028571429,0.5,0,1
1,0.281266414,0.1,28,0.028571429,0.5,1,1
1,0.281266414,0.05,98,0.028571429,0.5,0,1
1,0.281266414,0.090909091,35,0.028571429,0.5,0,1
1,0.281266414,0.035714286,154,0.028571429,0.5,0,1
1,0.281266414,0.071428571,56,0.028571429,0.5,0,1
1,0.339623272,0.05,98,0.052631579,0.5,2,1
1,0.339623272,0.071428571,56,0.052631579,0.5,2,1
1,0.281266414,0.1,28,0.028571429,0.5,0,1
1,0.339623272,0.083333333,42,0.052631579,0.5,2,1
1,0.339623272,0.045454545,112,0.052631579,0.5,2,1
1,0.339623272,0.0625,70,0.052631579,0.5,2,1
1,0.339623272,0.083333333,42,0.052631579,0.5,0,1
1,0.339623272,0.083333333,42,0.052631579,0.5,2,1
1,0.281266414,0.045454545,112,0.028571429,0.5,0,1
1,0.281266414,0.071428571,56,0.028571429,0.5,0,1
1,0.281266414,0.111111111,21,0.028571429,0.5,0,1
1,0.281266414,0.111111111,21,0.028571429,0.5,0,1
2,0.804859209,0.181818182,42,0.166666667,0.5,0,1
1,0.339623272,0.066666667,63,0.052631579,0.5,2,1
1,0.389871245,0.1,28,0.076923077,0.5,3,1
1,0.389871245,0.066666667,63,0.076923077,0.5,2,1
1,0.281266414,0.090909091,35,0.028571429,0.5,0,1
1,0.281266414,0.090909091,35,0.028571429,0.5,0,1
2,0.671137659,0.25,21,0.105494505,0.5,2,1
2,0.671137659,0.25,21,0.105494505,0.5,3,1
1,0.339623272,0.125,14,0.052631579,0.5,2,1
1,0.281266414,0.111111111,21,0.028571429,0.5,0,1
1,0.281266414,0.083333333,42,0.028571429,0.5,0,1
1,0.281266414,0.090909091,35,0.028571429,0.5,0,1
1,0.281266414,0.1,28,0.028571429,0.5,0,1
1,0.281266414,0.090909091,35,0.028571429,0.5,0,1
1,0.281266414,0.090909091,35,0.028571429,0.5,0,1
1,0.281266414,0.111111111,21,0.028571429,0.5,0,1
1,0.281266414,0.055555556,84,0.028571429,0.5,0,1
1,0.339623272,0.083333333,42,0.052631579,0.5,0,1
1,0.281266414,0.111111111,21,0.028571429,0.5,0,1
1,0.389871245,0.090909091,35,0.076923077,0.5,2,1
1,0.281266414,0.090909091,35,0.028571429,0.5,0,1
1,0.389871245,0.111111111,21,0.076923077,0.5,3,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.071428571,54,0.015384615,0.5,0,1
1,0.239556116,0.071428571,54,0.015384615,0.5,0,1
1,0.239556116,0.071428571,54,0.015384615,0.5,0,1
1,0.239556116,0.0625,72,0.015384615,0.5,0,1
1,0.239556116,0.071428571,54,0.015384615,0.5,0,1
1,0.239556116,0.066666667,63,0.015384615,0.5,0,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.076923077,45,0.015384615,0.5,0,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.071428571,54,0.015384615,0.5,0,1
1,0.239556116,0.0625,72,0.015384615,0.5,0,1
1,0.239556116,0.1,18,0.015384615,0.5,0,1
1,0.239556116,0.090909091,27,0.015384615,0.5,0,1
1,0.239556116,0.090909091,27,0.015384615,0.5,0,1
1,0.239556116,0.047619048,117,0.015384615,0.5,0,1
1,0.239556116,0.090909091,27,0.015384615,0.5,0,1
1,0.239556116,0.058823529,81,0.015384615,0.5,0,1
1,0.239556116,0.047619048,117,0.015384615,0.5,0,1
1,0.239556116,0.076923077,45,0.015384615,0.5,0,1
1,0.239556116,0.076923077,45,0.015384615,0.5,0,1
1,0.239556116,0.066666667,63,0.015384615,0.5,0,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.1,18,0.015384615,0.5,0,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.076923077,45,0.015384615,0.5,0,1
1,0.239556116,0.076923077,45,0.015384615,0.5,0,1
1,0.239556116,0.090909091,27,0.015384615,0.5,0,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.071428571,54,0.015384615,0.5,0,1
1,0.239556116,0.066666667,63,0.015384615,0.5,0,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.076923077,45,0.015384615,0.5,0,1
1,0.239556116,0.076923077,45,0.015384615,0.5,0,1
1,0.239556116,0.090909091,27,0.015384615,0.5,0,1
1,0.239556116,0.090909091,27,0.015384615,0.5,0,1
1,0.239556116,0.090909091,27,0.015384615,0.5,0,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.076923077,45,0.015384615,0.5,0,1
1,0.239556116,0.071428571,54,0.015384615,0.5,0,1
1,0.239556116,0.071428571,54,0.015384615,0.5,0,1
1,0.239556116,0.071428571,54,0.015384615,0.5,0,1
1,0.239556116,0.111111111,9,0.015384615,0.5,0,1
1,0.239556116,0.071428571,54,0.015384615,0.5,0,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.090909091,27,0.015384615,0.5,0,1
1,0.239556116,0.090909091,27,0.015384615,0.5,0,1
1,0.239556116,0.1,18,0.015384615,0.5,0,1
1,0.239556116,0.090909091,27,0.015384615,0.5,0,1
1,0.239556116,0.071428571,54,0.015384615,0.5,0,1
1,0.239556116,0.090909091,27,0.015384615,0.5,0,1
1,0.239556116,0.090909091,27,0.015384615,0.5,0,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.090909091,27,0.015384615,0.5,0,1
2,0.64870815,0.051282051,238,0.100574713,0.5,0,1
2,0.663310937,0.055555556,136,0.10815047,0.5,0,1
2,0.67902481,0.032786885,986,0.107142857,0.5,6,1
1,0.378923182,0.025641026,204,0.071428571,0.5,4,1
1,0.246278546,0.022727273,374,0.017241379,0.5,0,1
1,0.455119613,0.028571429,68,0.111111111,0.5,0,1
1,0.246278546,0.024390244,272,0.017241379,0.5,0,1
1,0.246278546,0.024390244,272,0.017241379,0.5,0,1
1,0.246278546,0.021276596,476,0.017241379,0.5,0,1
1,0.246278546,0.021276596,476,0.017241379,0.5,0,1
1,0.434294482,0.014925373,1156,0.1,0.5,0,1
1,0.246278546,0.01369863,1360,0.017241379,0.5,0,1
2,0.663310937,0.055555556,136,0.10815047,0.5,0,1
1,0.434294482,0.027027027,136,0.1,0.5,0,1
1,0.246278546,0.016949153,884,0.017241379,0.5,0,1
2,0.663310937,0.055555556,136,0.10815047,0.5,0,1
1,0.389871245,0.023255814,340,0.076923077,0.5,0,1
1,0.300101629,0.028571429,68,0.035714286,0.5,4,1
1,0.246278546,0.025641026,204,0.017241379,0.5,0,1
1,0.246278546,0.025641026,204,0.017241379,0.5,0,1
1,0.246278546,0.020408163,544,0.017241379,0.5,0,1
1,0.246278546,0.025,238,0.017241379,0.5,0,1
1,0.246278546,0.025,238,0.017241379,0.5,0,1
1,0.246278546,0.027027027,136,0.017241379,0.5,0,1
1,0.246278546,0.025,238,0.017241379,0.5,0,1
1,0.246278546,0.025,238,0.017241379,0.5,0,1
1,0.246278546,0.022727273,374,0.017241379,0.5,0,1
1,0.378923182,0.022222222,408,0.071428571,0.5,4,1
1,0.246278546,0.024390244,272,0.017241379,0.5,0,1
1,0.246278546,0.025641026,204,0.017241379,0.5,0,1
1,0.246278546,0.025641026,204,0.017241379,0.5,0,1
1,0.246278546,0.025,238,0.017241379,0.5,0,1
1,0.246278546,0.020833333,510,0.017241379,0.5,0,1
2,0.783578352,0.057142857,102,0.158730159,0.5,0,1
1,0.389871245,0.028571429,68,0.076923077,0.5,0,1
1,0.246278546,0.027777778,102,0.017241379,0.5,0,1
1,0.246278546,0.024390244,272,0.017241379,0.5,0,1
1,0.246278546,0.027027027,136,0.017241379,0.5,0,1
1,0.455119613,0.026315789,170,0.111111111,0.5,0,1
1,0.246278546,0.027027027,136,0.017241379,0.5,0,1
2,0.64870815,0.055555556,136,0.100574713,0.5,0,1
2,0.70738192,0.057142857,102,0.119047619,0.5,0,1
1,0.402429604,0.028571429,68,0.083333333,0.5,0,1
1,0.328458739,0.023255814,340,0.047619048,0.5,2,1
1,0.328458739,0.020408163,544,0.047619048,0.5,2,1
1,0.246278546,0.027777778,102,0.017241379,0.5,0,1
1,0.246278546,0.025641026,204,0.017241379,0.5,0,1
1,0.328458739,0.023255814,340,0.047619048,0.5,3,1
1,0.246278546,0.025641026,204,0.017241379,0.5,0,1
1,0.328458739,0.023255814,340,0.047619048,0.5,3,1
1,0.621334935,0.029411765,34,0.2,0.5,0,1
1,0.328458739,0.023255814,340,0.047619048,0.5,3,1
1,0.328458739,0.023255814,340,0.047619048,0.5,2,1
1,0.328458739,0.023255814,340,0.047619048,0.5,2,1
1,0.328458739,0.023255814,340,0.047619048,0.5,2,1
1,0.328458739,0.023255814,340,0.047619048,0.5,0,1
2,0.64870815,0.055555556,136,0.100574713,0.5,0,1
1,0.378923182,0.025641026,204,0.071428571,0.5,0,1
1,0.378923182,0.025641026,204,0.071428571,0.5,4,1
1,0.246278546,0.025641026,204,0.017241379,0.5,0,1
1,0.246278546,0.023809524,306,0.017241379,0.5,0,1
1,0.246278546,0.025641026,204,0.017241379,0.5,0,1
1,0.328458739,0.023255814,340,0.047619048,0.5,2,1
1,0.246278546,0.027777778,102,0.017241379,0.5,0,1
1,0.378923182,0.025641026,204,0.071428571,0.5,0,1
1,0.291206676,0.166666667,12,0.032258065,0.5,0,1
2,0.614722129,0.071428571,104,0.07771261,0.5,3,1
1,0.291206676,0.023255814,160,0.032258065,0.5,0,1
1,0.291206676,0.066666667,48,0.032258065,0.5,0,1
2,0.614722129,0.071428571,104,0.07771261,0.5,0,1
2,0.614722129,0.166666667,40,0.07771261,0.5,3,1
2,0.614722129,0.117647059,60,0.07771261,0.5,0,1
1,0.291206676,0.052631579,64,0.032258065,0.5,0,1
2,0.614722129,0.153846154,44,0.07771261,0.5,0,1
2,0.614722129,0.2,32,0.07771261,0.5,0,1
1,0.291206676,0.071428571,44,0.032258065,0.5,0,1
1,0.323515453,0.111111111,24,0.045454545,0.5,2,1
1,0.323515453,0.090909091,32,0.045454545,0.5,2,1
2,0.614722129,0.153846154,44,0.07771261,0.5,3,1
2,0.614722129,0.181818182,36,0.07771261,0.5,3,1
1,0.323515453,0.1,28,0.045454545,0.5,2,1
1,0.323515453,0.034482759,104,0.045454545,0.5,2,1
1,0.291206676,0.055555556,60,0.032258065,0.5,0,1
1,0.323515453,0.111111111,24,0.045454545,0.5,0,1
2,0.614722129,0.166666667,40,0.07771261,0.5,3,1
2,0.614722129,0.25,24,0.07771261,0.5,0,1
2,0.614722129,0.166666667,40,0.07771261,0.5,0,1
2,0.614722129,0.25,24,0.07771261,0.5,0,1
2,0.614722129,0.153846154,44,0.07771261,0.5,0,1
1,0.291206676,0.125,20,0.032258065,0.5,2,1
1,0.291206676,0.125,20,0.032258065,0.5,0,1
1,0.291206676,0.076923077,40,0.032258065,0.5,0,1
1,0.291206676,0.083333333,36,0.032258065,0.5,0,1
1,0.291206676,0.083333333,36,0.032258065,0.5,0,1
1,0.291206676,0.083333333,36,0.032258065,0.5,0,1
1,0.291206676,0.083333333,36,0.032258065,0.5,0,1
1,0.291206676,0.125,20,0.032258065,0.5,2,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.071428571,54,0.015384615,0.5,0,1
1,0.239556116,0.071428571,54,0.015384615,0.5,0,1
1,0.239556116,0.071428571,54,0.015384615,0.5,0,1
1,0.239556116,0.0625,72,0.015384615,0.5,0,1
1,0.239556116,0.071428571,54,0.015384615,0.5,0,1
1,0.239556116,0.066666667,63,0.015384615,0.5,0,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.076923077,45,0.015384615,0.5,0,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.071428571,54,0.015384615,0.5,0,1
1,0.239556116,0.0625,72,0.015384615,0.5,0,1
1,0.239556116,0.1,18,0.015384615,0.5,0,1
1,0.239556116,0.090909091,27,0.015384615,0.5,0,1
1,0.239556116,0.090909091,27,0.015384615,0.5,0,1
1,0.239556116,0.047619048,117,0.015384615,0.5,0,1
1,0.239556116,0.090909091,27,0.015384615,0.5,0,1
1,0.239556116,0.058823529,81,0.015384615,0.5,0,1
1,0.239556116,0.047619048,117,0.015384615,0.5,0,1
1,0.239556116,0.076923077,45,0.015384615,0.5,0,1
1,0.239556116,0.076923077,45,0.015384615,0.5,0,1
1,0.239556116,0.066666667,63,0.015384615,0.5,0,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.1,18,0.015384615,0.5,0,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.076923077,45,0.015384615,0.5,0,1
1,0.239556116,0.076923077,45,0.015384615,0.5,0,1
1,0.239556116,0.090909091,27,0.015384615,0.5,0,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.071428571,54,0.015384615,0.5,0,1
1,0.239556116,0.066666667,63,0.015384615,0.5,0,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.076923077,45,0.015384615,0.5,0,1
1,0.239556116,0.076923077,45,0.015384615,0.5,0,1
1,0.239556116,0.090909091,27,0.015384615,0.5,0,1
1,0.239556116,0.090909091,27,0.015384615,0.5,0,1
1,0.239556116,0.090909091,27,0.015384615,0.5,0,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.076923077,45,0.015384615,0.5,0,1
1,0.239556116,0.071428571,54,0.015384615,0.5,0,1
1,0.239556116,0.071428571,54,0.015384615,0.5,0,1
1,0.239556116,0.071428571,54,0.015384615,0.5,0,1
1,0.239556116,0.111111111,9,0.015384615,0.5,0,1
1,0.239556116,0.071428571,54,0.015384615,0.5,0,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.090909091,27,0.015384615,0.5,0,1
1,0.239556116,0.090909091,27,0.015384615,0.5,0,1
1,0.239556116,0.1,18,0.015384615,0.5,0,1
1,0.239556116,0.090909091,27,0.015384615,0.5,0,1
1,0.239556116,0.071428571,54,0.015384615,0.5,0,1
1,0.239556116,0.090909091,27,0.015384615,0.5,0,1
1,0.239556116,0.090909091,27,0.015384615,0.5,0,1
1,0.239556116,0.083333333,36,0.015384615,0.5,0,1
1,0.239556116,0.090909091,27,0.015384615,0.5,0,1
1,0.402429604,0.166666667,12,0.083333333,0.5,0,1
1,0.402429604,0.058823529,56,0.083333333,0.5,0,1
1,0.402429604,0.090909091,32,0.083333333,0.5,0,1
1,0.402429604,0.090909091,32,0.083333333,0.5,0,1
1,0.402429604,0.166666667,12,0.083333333,0.5,0,1
1,0.417032391,0.1,28,0.090909091,0.5,0,1
1,0.417032391,0.1,28,0.090909091,0.5,4,1
1,0.417032391,0.1,28,0.090909091,0.5,0,1
1,0.417032391,0.1,28,0.090909091,0.5,4,1
1,0.417032391,0.1,28,0.090909091,0.5,0,1
1,0.417032391,0.1,28,0.090909091,0.5,0,1
1,0.417032391,0.1,28,0.090909091,0.5,0,1
1,0.402429604,0.111111111,24,0.083333333,0.5,0,1
1,0.402429604,0.111111111,24,0.083333333,0.5,4,1
1,0.328458739,0.025,180,0.047619048,0.5,2,1
1,0.328458739,0.111111111,25,0.047619048,0.5,0,1
1,0.328458739,0.071428571,50,0.047619048,0.5,2,1
1,0.328458739,0.0625,60,0.047619048,0.5,1,1
1,0.328458739,0.111111111,25,0.047619048,0.5,0,1
2,0.886569365,0.4,10,0.214285714,0.5,0,1
1,0.328458739,0.071428571,50,0.047619048,0.5,1,1
1,0.328458739,0.071428571,50,0.047619048,0.5,2,1
1,0.328458739,0.071428571,50,0.047619048,0.5,1,1
1,0.328458739,0.111111111,25,0.047619048,0.5,0,1
1,0.328458739,0.071428571,50,0.047619048,0.5,0,1
1,0.328458739,0.071428571,50,0.047619048,0.5,1,1
1,0.328458739,0.111111111,25,0.047619048,0.5,0,1
1,0.328458739,0.071428571,50,0.047619048,0.5,1,1
1,0.417032391,0.166666667,12,0.090909091,0.5,0,1
1,0.417032391,0.076923077,40,0.090909091,0.5,0,1
1,0.417032391,0.2,8,0.090909091,0.5,0,1
1,0.417032391,0.2,8,0.090909091,0.5,0,1
1,0.417032391,0.166666667,12,0.090909091,0.5,0,1
1,0.417032391,0.166666667,12,0.090909091,0.5,0,1
1,0.417032391,0.25,4,0.090909091,0.5,0,1
1,0.333808201,0.2,8,0.05,0.5,0,1
1,0.333808201,0.2,8,0.05,0.5,0,1
1,0.333808201,0.125,14,0.05,0.5,0,1
1,0.333808201,0.142857143,12,0.05,0.5,0,1
1,0.333808201,0.2,8,0.05,0.5,0,1
1,0.333808201,0.1,18,0.05,0.5,0,1
1,0.333808201,0.05,38,0.05,0.5,0,1
1,0.333808201,0.142857143,12,0.05,0.5,0,1
1,0.513898342,0.25,6,0.142857143,0.5,2,1
1,0.513898342,0.25,6,0.142857143,0.5,0,1
1,0.333808201,0.111111111,16,0.05,0.5,0,1
1,0.333808201,0.1,18,0.05,0.5,0,1
1,0.333808201,0.142857143,12,0.05,0.5,0,1
1,0.513898342,0.166666667,10,0.142857143,0.5,0,1
1,0.333808201,0.142857143,12,0.05,0.5,0,1
1,0.333808201,0.090909091,20,0.05,0.5,0,1
1,0.333808201,0.166666667,10,0.05,0.5,0,1
1,0.333808201,0.090909091,20,0.05,0.5,0,1
1,0.513898342,0.25,6,0.142857143,0.5,2,1
1,0.333808201,0.166666667,10,0.05,0.5,0,1
1,0.333808201,0.166666667,10,0.05,0.5,0,1
1,0.333808201,0.166666667,10,0.05,0.5,0,1
1,0.455119613,0.125,14,0.111111111,0.5,0,1
1,0.455119613,0.125,14,0.111111111,0.5,0,1
2,0.916327947,0.181818182,30,0.226190476,0.5,0,1
2,0.916327947,0.25,21,0.226190476,0.5,0,1
1,0.402429604,0.076923077,33,0.083333333,0.5,0,1
1,0.402429604,0.076923077,33,0.083333333,0.5,0,1
2,0.916327947,0.117647059,48,0.226190476,0.5,0,1
2,0.916327947,0.285714286,18,0.226190476,0.5,0,1
1,0.402429604,0.058823529,45,0.083333333,0.5,0,1
1,0.402429604,0.111111111,21,0.083333333,0.5,0,1
1,0.402429604,0.142857143,15,0.083333333,0.5,0,1
3,1.061848769,0.057692308,484,0.178121775,0.5,4,1
3,1.061848769,0.1875,88,0.178121775,0.5,4,1
3,1.143187127,0.125,176,0.219298246,0.5,4,1
3,1.143187127,0.25,44,0.219298246,0.5,7,1
3,1.061848769,0.1875,88,0.178121775,0.5,7,1
3,1.061848769,0.1875,88,0.178121775,0.5,7,1
3,1.061848769,0.1875,88,0.178121775,0.5,4,1
3,1.061848769,0.1875,88,0.178121775,0.5,4,1
2,0.889414095,0.25,24,0.211111111,0.5,0,1
2,0.889414095,0.25,24,0.211111111,0.5,0,1
2,0.889414095,0.25,24,0.211111111,0.5,0,1
1,0.434294482,0.166666667,6,0.1,0.5,0,1
2,1.179445561,0.5,9,0.366666667,0.5,0,1
2,1.179445561,0.5,9,0.366666667,0.5,0,1
1,0.328458739,0.02173913,510,0.047619048,0.5,0,1
1,0.455119613,0.05,68,0.111111111,0.5,0,1
1,0.339623272,0.052631579,51,0.052631579,0.5,2,1
1,0.339623272,0.038461538,170,0.052631579,0.5,0,1
1,0.339623272,0.019607843,595,0.052631579,0.5,0,1
1,0.328458739,0.05,68,0.047619048,0.5,2,1
1,0.339623272,0.032258065,255,0.052631579,0.5,0,1
1,0.339623272,0.028571429,323,0.052631579,0.5,0,1
1,0.328458739,0.05,68,0.047619048,0.5,4,1
1,0.328458739,0.04,153,0.047619048,0.5,0,1
1,0.328458739,0.043478261,119,0.047619048,0.5,4,1
1,0.339623272,0.018181818,663,0.052631579,0.5,0,1
1,0.36067376,0.024390244,425,0.0625,0.5,1,1
1,0.36067376,0.052631579,51,0.0625,0.5,0,1
1,0.36067376,0.052631579,51,0.0625,0.5,0,1
1,0.328458739,0.058823529,17,0.047619048,0.5,0,1
1,0.328458739,0.055555556,34,0.047619048,0.5,4,1
1,0.339623272,0.037037037,187,0.052631579,0.5,0,1
1,0.455119613,0.045454545,102,0.111111111,0.5,0,1
1,0.513898342,0.05,68,0.142857143,0.5,4,1
1,0.328458739,0.043478261,119,0.047619048,0.5,4,1
1,0.328458739,0.045454545,102,0.047619048,0.5,2,1
1,0.36067376,0.035714286,204,0.0625,0.5,0,1
1,0.328458739,0.055555556,34,0.047619048,0.5,2,1
1,0.513898342,0.023809524,442,0.142857143,0.5,0,1
1,0.328458739,0.05,68,0.047619048,0.5,4,1
1,0.328458739,0.045454545,102,0.047619048,0.5,2,1
1,0.36067376,0.052631579,51,0.0625,0.5,0,1
1,0.389871245,0.052631579,51,0.076923077,0.5,0,1
1,0.513898342,0.052631579,51,0.142857143,0.5,4,1
1,0.328458739,0.052631579,51,0.047619048,0.5,4,1
1,0.328458739,0.055555556,34,0.047619048,0.5,4,1
1,0.328458739,0.055555556,34,0.047619048,0.5,2,1
1,0.328458739,0.041666667,136,0.047619048,0.5,0,1
1,0.339623272,0.043478261,119,0.052631579,0.5,0,1
1,0.339623272,0.052631579,51,0.052631579,0.5,0,1
1,0.72134752,0.058823529,17,0.25,0.5,0,1
1,0.339623272,0.035714286,204,0.052631579,0.5,0,1
1,0.36067376,0.047619048,85,0.0625,0.5,1,1
1,0.36067376,0.052631579,51,0.0625,0.5,0,1
1,0.36067376,0.052631579,51,0.0625,0.5,1,1
1,0.36067376,0.052631579,51,0.0625,0.5,1,1
1,0.339623272,0.052631579,51,0.052631579,0.5,2,1
1,0.339623272,0.052631579,51,0.052631579,0.5,0,1
1,0.339623272,0.052631579,51,0.052631579,0.5,2,1
1,0.339623272,0.045454545,102,0.052631579,0.5,0,1
1,0.36067376,0.052631579,51,0.0625,0.5,1,1
1,0.455119613,0.05,68,0.111111111,0.5,0,1
1,0.455119613,0.05,68,0.111111111,0.5,0,1
1,0.328458739,0.045454545,102,0.047619048,0.5,2,1
1,0.328458739,0.043478261,119,0.047619048,0.5,0,1
1,0.339623272,0.052631579,51,0.052631579,0.5,0,1
2,1.135233277,0.5,9,0.342857143,0.5,4,1
1,0.513898342,0.333333333,3,0.142857143,0.5,2,1
1,0.513898342,0.1,24,0.142857143,0.5,0,1
2,1.135233277,0.666666667,6,0.342857143,0.5,0,1
1,0.283578492,0.017241379,828,0.029411765,0.5,0,1
1,0.296974204,0.018181818,759,0.034482759,0.5,2,1
1,0.214870761,0.02173913,552,0.00952381,0.5,2,1
1,0.296974204,0.03030303,253,0.034482759,0.5,2,1
1,0.214870761,0.024390244,437,0.00952381,0.5,3,1
1,0.214870761,0.028571429,299,0.00952381,0.5,2,1
1,0.214870761,0.028571429,299,0.00952381,0.5,2,1
1,0.214870761,0.016949153,851,0.00952381,0.5,2,1
1,0.214870761,0.013157895,1242,0.00952381,0.5,2,1
1,0.296974204,0.024390244,437,0.034482759,0.5,2,1
2,0.506077437,0.037735849,736,0.041781874,0.5,3,1
4,1.198862263,0.058823529,1127,0.153903086,0.5,5,1
1,0.323515453,0.02,644,0.045454545,0.5,2,1
4,1.605518513,0.050632911,1380,0.331684982,0.5,4,1
1,0.214870761,0.021276596,575,0.00952381,0.5,2,1
1,0.214870761,0.022222222,529,0.00952381,0.5,0,1
2,0.506077437,0.058823529,299,0.041781874,0.5,3,1
3,0.82959289,0.073170732,483,0.087236419,0.5,4,1
1,0.214870761,0.03125,230,0.00952381,0.5,2,1
4,1.198862263,0.133333333,253,0.153903086,0.5,0,1
1,0.214870761,0.016666667,874,0.00952381,0.5,2,1
2,0.567826884,0.034482759,851,0.068347339,0.5,3,1
1,0.214870761,0.017241379,828,0.00952381,0.5,2,1
1,0.214870761,0.029411765,276,0.00952381,0.5,0,1
1,0.214870761,0.032258065,207,0.00952381,0.5,2,1
1,0.214870761,0.029411765,276,0.00952381,0.5,2,1
1,0.214870761,0.022727273,506,0.00952381,0.5,2,1
1,0.296974204,0.027027027,345,0.034482759,0.5,2,1
1,0.214870761,0.029411765,276,0.00952381,0.5,2,1
